,location,total_sqft,bath,price,bhk
4879,Kudlu,1245.0,2.0,60.0,3
4880,Kudlu,1027.0,2.0,44.0,2
4881,Kudlu,1110.0,2.0,46.0,2
4882,Kudlu,1027.0,2.0,44.0,2
4883,Kudlu,1027.0,2.0,44.0,2
4884,Kudlu,1162.0,2.0,52.0,2
4885,Kudlu,1041.0,2.0,53.0,2
4886,Kudlu Gate,1535.0,3.0,83.0,3
4887,Kudlu Gate,1535.0,3.0,85.0,3
4888,Kudlu Gate,1535.0,3.0,78.0,3
4889,Kudlu Gate,1535.0,3.0,86.0,3
4890,Kudlu Gate,1564.0,2.0,92.0,3
4891,Kudlu Gate,1364.0,2.0,46.38,3
4892,Kudlu Gate,1238.0,2.0,55.0,2
4893,Kudlu Gate,1707.0,2.0,99.745,3
4894,Kudlu Gate,1335.0,3.0,89.0,3
4895,Kudlu Gate,703.0,1.0,52.0,1
4896,Kudlu Gate,1535.0,3.0,86.0,3
4897,Kudlu Gate,1532.0,3.0,83.0,3
4898,Kudlu Gate,1113.0,2.0,50.0,2
4899,Kudlu Gate,1465.0,2.0,49.81,3
4900,Kudlu Gate,1185.0,2.0,50.0,2
4901,Kudlu Gate,1664.0,3.0,68.0,3
4902,Kudlu Gate,1656.0,3.0,80.0,3
4903,Kudlu Gate,1656.0,3.0,75.0,3
4904,Kudlu Gate,1215.0,2.0,45.0,2
4905,Kudlu Gate,812.0,2.0,38.25,2
4906,Kudlu Gate,1547.0,2.0,103.0,2
4907,Kudlu Gate,1336.0,2.0,86.0,2
4908,Kudlu Gate,1919.0,3.0,121.0,3
4909,Kudlu Gate,1464.0,3.0,56.0,2
4910,Kudlu Gate,1535.0,3.0,85.0,3
4911,Kudlu Gate,1850.0,3.0,120.0,3
4912,Kudlu Gate,940.0,2.0,69.57,2
4913,Kudlu Gate,1215.0,2.0,44.96,2
4914,Kudlu Gate,1164.0,2.0,75.0,2
4915,Kudlu Gate,1183.0,2.0,79.54,2
4916,Kudlu Gate,1850.0,3.0,110.0,3
4917,Kudlu Gate,1320.0,2.0,50.0,3
4918,Kudlu Gate,1183.0,2.0,79.54,2
4919,Kudlu Gate,1200.0,2.0,44.4,2
4920,Kudlu Gate,1432.0,2.0,61.11,3
4921,Kudlu Gate,1310.0,2.0,53.0,2
4922,Kumaraswami Layout,2000.0,4.0,139.0,4
4923,Kumaraswami Layout,1000.0,2.0,48.5,2
4924,Kumaraswami Layout,1000.0,2.0,58.0,2
4925,Kumaraswami Layout,1000.0,2.0,36.0,2
4926,Kumaraswami Layout,2400.0,7.0,125.0,7
4927,Kumaraswami Layout,800.0,1.0,90.0,2
4928,Kumaraswami Layout,2400.0,2.0,125.0,3
4929,Kumaraswami Layout,1310.0,2.0,70.0,3
4930,Kumaraswami Layout,850.0,1.0,78.0,1
4931,Kumaraswami Layout,3200.0,7.0,150.0,7
4932,Kumaraswami Layout,1310.0,2.0,85.0,3
4933,Kumaraswami Layout,2450.0,3.0,110.0,4
4934,Kumaraswami Layout,600.0,2.0,72.0,2
4935,Kumaraswami Layout,3100.0,7.0,145.0,7
4936,Kumaraswami Layout,1200.0,3.0,75.0,3
4937,Kumaraswami Layout,1081.0,2.0,60.0,2
4938,Kundalahalli,1724.0,3.0,125.0,3
4939,Kundalahalli,1030.0,2.0,49.0,2
4940,Kundalahalli,735.0,2.0,57.99,2
4941,Kundalahalli,1047.0,2.0,82.0,2
4942,Kundalahalli,1397.0,3.0,105.0,3
4943,Kundalahalli,1291.0,2.0,49.0,2
4944,Kundalahalli,1724.0,3.0,127.0,3
4945,Kundalahalli,1010.0,2.0,49.27,2
4946,Kundalahalli,1397.0,3.0,110.0,3
4947,Kundalahalli,1397.0,3.0,104.0,3
4948,Kundalahalli,1397.0,3.0,108.0,3
4949,Kundalahalli,1920.0,3.0,150.0,3
4950,Kundalahalli,1397.0,3.0,105.0,3
4951,Kundalahalli,1800.0,3.0,80.0,3
4952,Kundalahalli,1724.0,3.0,124.0,3
4953,Kundalahalli,1047.0,2.0,84.0,2
4954,Kundalahalli,1047.0,2.0,83.0,2
4955,Kundalahalli,2075.0,3.0,115.0,3
4956,Kundalahalli,1120.0,2.0,53.76,2
4957,Kundalahalli,1047.0,2.0,82.62,2
4958,Kundalahalli,1047.0,2.0,91.0,2
4959,Kundalahalli,1724.0,3.0,146.0,3
4960,Kundalahalli,1600.0,3.0,170.0,3
4961,Kundalahalli,1496.0,2.0,78.0,3
4962,Kundalahalli,1724.0,3.0,125.0,3
4963,Kundalahalli,1010.0,2.0,48.27,2
4964,Kundalahalli,1047.0,2.0,89.0,2
4965,Kundalahalli,2500.0,5.0,245.0,4
4966,Kundalahalli,1397.0,3.0,105.0,3
4967,Kundalahalli,1800.0,3.0,110.0,3
4968,Kundalahalli,1047.0,2.0,72.0,2
4969,Kundalahalli,1260.0,2.0,58.0,2
4970,Kundalahalli,3092.0,4.0,230.0,4
4971,Kundalahalli,1065.0,2.0,70.0,2
4972,Kundalahalli,1724.0,3.0,146.0,3
4973,Kundalahalli,1500.0,3.0,50.0,3
4974,Kundalahalli,1047.0,2.0,91.0,2
4975,Kundalahalli,1724.0,3.0,128.0,3
4976,Kundalahalli,1500.0,4.0,235.0,4
4977,Kundalahalli,1315.0,2.0,74.0,2
4978,Kundalahalli,2100.0,3.0,150.0,3
4979,Kundalahalli,1724.0,3.0,125.0,3
4980,Kundalahalli,1724.0,3.0,140.0,3
4981,Kundalahalli,1175.0,2.0,65.0,2
4982,LB Shastri Nagar,1600.0,3.0,65.0,3
4983,LB Shastri Nagar,1043.0,2.0,55.0,2
4984,LB Shastri Nagar,1184.0,2.0,69.0,2
4985,LB Shastri Nagar,665.0,1.0,32.0,1
4986,LB Shastri Nagar,1250.0,2.0,48.5,2
4987,LB Shastri Nagar,1400.0,2.0,80.0,3
4988,LB Shastri Nagar,1184.0,2.0,62.0,2
4989,LB Shastri Nagar,1200.0,2.0,47.0,2
4990,LB Shastri Nagar,1200.0,2.0,75.0,2
4991,LB Shastri Nagar,1000.0,2.0,49.5,2
4992,Laggere,2800.0,5.0,125.0,5
4993,Laggere,1200.0,3.0,130.0,3
4994,Laggere,1200.0,1.0,125.0,1
4995,Laggere,1200.0,2.0,75.0,2
4996,Laggere,620.0,2.0,48.0,1
4997,Lakshminarayana Pura,1185.0,2.0,75.0,2
4998,Lakshminarayana Pura,1600.0,2.0,108.0,3
4999,Lakshminarayana Pura,1180.0,2.0,75.0,2
5000,Lakshminarayana Pura,1172.0,2.0,82.0,2
5001,Lakshminarayana Pura,1179.0,2.0,75.0,2
5002,Lakshminarayana Pura,1149.0,2.0,75.0,2
5003,Lakshminarayana Pura,1336.0,2.0,100.0,2
5004,Lakshminarayana Pura,1175.0,2.0,75.0,2
5005,Lakshminarayana Pura,1190.0,2.0,75.0,2
5006,Lakshminarayana Pura,1200.0,2.0,75.0,2
5007,Lakshminarayana Pura,1200.0,2.0,75.0,2
5008,Lakshminarayana Pura,1165.0,2.0,75.0,2
5009,Lakshminarayana Pura,1145.0,2.0,75.0,2
5010,Lakshminarayana Pura,1500.0,3.0,104.0,3
5011,Lakshminarayana Pura,1210.0,2.0,75.0,2
5012,Lakshminarayana Pura,1169.0,2.0,75.0,2
5013,Lakshminarayana Pura,1200.0,2.0,75.0,2
5014,Lakshminarayana Pura,1172.0,2.0,75.0,2
5015,Lakshminarayana Pura,1172.0,2.0,75.0,2
5016,Lakshminarayana Pura,1180.0,2.0,75.0,2
5017,Lakshminarayana Pura,1200.0,2.0,83.0,2
5018,Lakshminarayana Pura,1200.0,2.0,80.0,2
5019,Lakshminarayana Pura,1195.0,2.0,75.0,2
5020,Lakshminarayana Pura,1200.0,2.0,80.0,2
5021,Lingadheeranahalli,1521.0,3.0,95.0,3
5022,Lingadheeranahalli,1511.0,3.0,95.0,3
5023,Lingadheeranahalli,1683.0,3.0,109.0,3
5024,Lingadheeranahalli,1519.0,3.0,93.0,3
5025,Lingadheeranahalli,1521.0,3.0,94.99,3
5026,Lingadheeranahalli,1687.0,3.0,127.0,3
5027,Lingadheeranahalli,1682.0,3.0,120.0,3
5028,Lingadheeranahalli,1521.0,3.0,94.71,3
5029,Lingadheeranahalli,1893.0,3.0,130.0,3
5030,Lingadheeranahalli,1705.0,3.0,110.0,3
5031,Lingadheeranahalli,1682.0,3.0,113.0,3
5032,Lingadheeranahalli,1682.0,3.0,114.0,3
5033,Lingadheeranahalli,1506.0,3.0,95.0,3
5034,Lingadheeranahalli,1683.0,3.0,110.0,3
5035,Lingadheeranahalli,1684.0,3.0,120.0,3
5036,Lingadheeranahalli,1894.0,4.0,114.0,3
5037,Magadi Road,3600.0,6.0,141.0,6
5038,Magadi Road,1116.0,2.0,50.0,2
5039,Magadi Road,1282.0,2.0,49.0,3
5040,Magadi Road,884.0,2.0,41.1,2
5041,Magadi Road,1005.0,2.0,55.78,2
5042,Magadi Road,1000.0,2.0,46.5,2
5043,Magadi Road,1500.0,2.0,93.0,4
5044,Magadi Road,1350.0,1.0,100.0,2
5045,Magadi Road,1322.0,2.0,58.82,3
5046,Magadi Road,1345.0,2.0,55.0,2
5047,Magadi Road,1200.0,4.0,130.0,4
5048,Magadi Road,600.0,1.0,22.0,2
5049,Magadi Road,1191.0,2.0,55.38,3
5050,Magadi Road,1116.0,2.0,51.89,2
5051,Magadi Road,1052.0,2.0,60.0,3
5052,Magadi Road,1200.0,3.0,98.0,3
5053,Magadi Road,750.0,2.0,27.0,2
5054,Magadi Road,940.0,2.0,50.0,2
5055,Magadi Road,1318.0,2.0,68.0,3
5056,Magadi Road,1187.0,2.0,55.195,3
5057,Magadi Road,884.0,2.0,48.0,2
5058,Mahadevpura,1451.0,2.0,90.0,2
5059,Mahadevpura,1225.0,2.0,48.0,2
5060,Mahadevpura,1720.0,3.0,78.0,3
5061,Mahadevpura,1150.0,2.0,52.0,2
5062,Mahadevpura,1250.0,2.0,52.0,2
5063,Mahadevpura,1192.0,2.0,75.0,2
5064,Mahadevpura,1260.0,2.0,57.6,2
5065,Mahadevpura,730.0,1.0,35.0,1
5066,Mahadevpura,1058.0,2.0,85.0,2
5067,Mahadevpura,1475.0,2.0,55.0,2
5068,Mahadevpura,1434.0,2.0,67.39,3
5069,Mahadevpura,1146.0,2.0,53.8,2
5070,Mahadevpura,1532.0,2.0,62.0,2
5071,Mahadevpura,1620.0,2.0,76.0,3
5072,Mahadevpura,1136.0,2.0,64.5,2
5073,Mahadevpura,1400.0,2.0,65.8,3
5074,Mahadevpura,1438.0,2.0,89.0,2
5075,Mahadevpura,1137.0,2.0,53.4,2
5076,Mahadevpura,1601.0,3.0,95.0,3
5077,Mahadevpura,1450.0,3.0,75.0,3
5078,Mahadevpura,1152.0,2.0,54.0,2
5079,Mahadevpura,1212.0,2.0,56.9,2
5080,Mahadevpura,1505.0,3.0,64.0,3
5081,Mahadevpura,1505.0,3.0,78.0,3
5082,Mahadevpura,1500.0,2.0,70.0,3
5083,Mahadevpura,1236.0,2.0,58.0,2
5084,Mahadevpura,1236.0,2.0,58.0,2
5085,Mahadevpura,1120.0,2.0,53.0,2
5086,Mahadevpura,1050.0,2.0,42.0,2
5087,Mahalakshmi Layout,1575.0,5.0,158.0,4
5088,Mahalakshmi Layout,1105.0,2.0,80.0,2
5089,Mahalakshmi Layout,1200.0,3.0,160.0,4
5090,Mahalakshmi Layout,1080.0,2.0,67.0,2
5091,Mahalakshmi Layout,1200.0,2.0,110.0,3
5092,Mahalakshmi Layout,1876.0,3.0,150.0,3
5093,Mallasandra,1665.0,3.0,95.0,3
5094,Mallasandra,1665.0,3.0,86.58,3
5095,Mallasandra,1340.0,2.0,61.0,2
5096,Mallasandra,1325.0,2.0,70.0,2
5097,Mallasandra,1665.0,3.0,86.91,3
5098,Mallasandra,1325.0,2.0,70.0,2
5099,Mallasandra,905.0,2.0,40.0,2
5100,Mallasandra,1325.0,2.0,65.0,2
5101,Mallasandra,1325.0,2.0,73.0,2
5102,Mallasandra,1565.0,2.0,69.0,2
5103,Mallasandra,905.0,2.0,35.0,2
5104,Mallasandra,1524.0,2.0,72.0,3
5105,Mallasandra,1100.0,2.0,76.3,3
5106,Malleshpalya,1140.0,2.0,46.5,2
5107,Malleshpalya,1225.0,2.0,46.86,2
5108,Malleshpalya,1785.0,3.0,75.0,3
5109,Malleshpalya,1052.0,2.0,50.0,2
5110,Malleshpalya,1405.0,2.0,77.0,3
5111,Malleshpalya,1065.0,2.0,50.0,2
5112,Malleshpalya,1210.0,2.0,55.0,2
5113,Malleshpalya,1900.0,3.0,60.0,3
5114,Malleshpalya,1060.0,2.0,40.0,2
5115,Malleshpalya,1430.0,2.0,69.5,3
5116,Malleshpalya,1421.0,2.0,90.0,2
5117,Malleshpalya,1245.0,2.0,55.0,2
5118,Malleshpalya,1200.0,2.0,46.0,2
5119,Malleshpalya,1225.0,2.0,52.0,2
5120,Malleshwaram,1100.0,2.0,75.0,2
5121,Malleshwaram,705.0,1.0,67.0,1
5122,Malleshwaram,2500.0,5.0,325.0,4
5123,Malleshwaram,2006.0,3.0,297.0,3
5124,Malleshwaram,686.0,1.0,62.5,1
5125,Malleshwaram,2475.0,4.0,332.0,3
5126,Malleshwaram,2610.0,3.0,399.0,3
5127,Malleshwaram,2475.0,4.0,320.0,3
5128,Malleshwaram,900.0,2.0,95.0,2
5129,Malleshwaram,1420.0,2.0,158.0,2
5130,Malleshwaram,2000.0,3.0,250.0,3
5131,Malleshwaram,1124.0,3.0,80.0,2
5132,Malleshwaram,2215.0,3.0,275.0,3
5133,Malleshwaram,1600.0,3.0,160.0,3
5134,Malleshwaram,2475.0,4.0,300.0,3
5135,Malleshwaram,2345.0,2.0,293.0,3
5136,Malleshwaram,2600.0,3.0,237.0,3
5137,Malleshwaram,2215.0,4.0,310.0,3
5138,Malleshwaram,2425.0,7.0,140.0,7
5139,Malleshwaram,480.0,1.0,60.0,1
5140,Malleshwaram,1290.0,2.0,120.0,2
5141,Malleshwaram,2475.0,4.0,326.0,3
5142,Malleshwaram,3000.0,5.0,815.0,4
5143,Malleshwaram,2520.0,3.0,150.0,3
5144,Malleshwaram,2476.0,3.0,337.0,3
5145,Malleshwaram,900.0,2.0,90.0,2
5146,Malleshwaram,2250.0,3.0,200.0,3
5147,Malleshwaram,2050.0,4.0,270.0,3
5148,Malleshwaram,900.0,2.0,72.0,2
5149,Malleshwaram,620.0,1.0,86.8,1
5150,Malleshwaram,600.0,1.0,68.0,2
5151,Malleshwaram,2475.0,4.0,337.0,3
5152,Malleshwaram,2215.0,3.0,275.0,3
5153,Malleshwaram,2215.0,3.0,330.0,3
5154,Malleshwaram,2800.0,4.0,252.0,4
5155,Malleshwaram,1020.0,2.0,80.0,2
5156,Malleshwaram,600.0,1.0,90.0,2
5157,Malleshwaram,2200.0,3.0,275.0,3
5158,Malleshwaram,2475.0,4.0,326.0,3
5159,Malleshwaram,1500.0,2.0,140.0,2
5160,Malleshwaram,2475.0,4.0,340.0,3
5161,Malleshwaram,1400.0,2.0,190.0,2
5162,Malleshwaram,2475.0,4.0,300.0,3
5163,Malleshwaram,2400.0,3.0,380.0,3
5164,Malleshwaram,580.0,1.0,45.0,1
5165,Malleshwaram,1410.0,2.0,125.0,2
5166,Malleshwaram,2610.0,4.0,306.0,4
5167,Marathahalli,1310.0,3.0,63.25,3
5168,Marathahalli,1220.0,2.0,57.0,2
5169,Marathahalli,1200.0,2.0,52.0,2
5170,Marathahalli,1200.0,2.0,60.0,2
5171,Marathahalli,1200.0,2.0,128.0,2
5172,Marathahalli,1933.0,3.0,140.0,3
5173,Marathahalli,950.0,2.0,46.96,2
5174,Marathahalli,1230.0,2.0,80.0,2
5175,Marathahalli,1019.0,2.0,49.85,2
5176,Marathahalli,1215.0,2.0,67.0,2
5177,Marathahalli,2181.0,3.0,152.0,4
5178,Marathahalli,2489.0,3.0,94.0,3
5179,Marathahalli,1170.0,2.0,53.0,2
5180,Marathahalli,1019.0,2.0,49.86,2
5181,Marathahalli,1325.0,2.0,71.55,2
5182,Marathahalli,1220.0,2.0,56.5,2
5183,Marathahalli,1575.0,3.0,78.0,3
5184,Marathahalli,1937.0,3.0,160.0,3
5185,Marathahalli,1152.0,2.0,56.0,2
5186,Marathahalli,1610.0,3.0,90.0,3
5187,Marathahalli,1146.0,2.0,70.0,2
5188,Marathahalli,1469.0,3.0,89.0,3
5189,Marathahalli,1678.0,3.0,70.0,3
5190,Marathahalli,1530.0,3.0,74.5,3
5191,Marathahalli,1840.0,3.0,98.0,3
5192,Marathahalli,1350.0,2.0,62.0,3
5193,Marathahalli,2519.0,5.0,185.0,4
5194,Marathahalli,1385.0,2.0,66.65,3
5195,Marathahalli,957.0,2.0,46.9,2
5196,Marathahalli,1583.0,3.0,105.0,3
5197,Marathahalli,2524.0,5.0,190.0,4
5198,Marathahalli,1350.0,3.0,72.0,3
5199,Marathahalli,1535.0,3.0,72.5,3
5200,Marathahalli,1071.0,2.0,52.25,2
5201,Marathahalli,1215.0,2.0,58.86,2
5202,Marathahalli,1102.0,2.0,53.67,2
5203,Marathahalli,1900.0,3.0,123.0,3
5204,Marathahalli,1045.0,2.0,60.0,2
5205,Marathahalli,1305.0,2.0,69.0,3
5206,Marathahalli,1215.0,2.0,58.86,2
5207,Marathahalli,1365.0,2.0,73.0,2
5208,Marathahalli,1785.0,3.0,94.0,3
5209,Marathahalli,1208.0,2.0,70.0,2
5210,Marathahalli,1730.0,3.0,139.0,3
5211,Marathahalli,1325.0,1.0,92.0,2
5212,Marathahalli,1525.0,3.0,90.0,3
5213,Marathahalli,1937.0,3.0,140.0,3
5214,Marathahalli,1550.0,3.0,83.0,3
5215,Marathahalli,1350.0,2.0,86.0,2
5216,Marathahalli,957.0,2.0,47.0,2
5217,Marathahalli,1230.0,2.0,57.0,2
5218,Marathahalli,1200.0,2.0,58.0,2
5219,Marathahalli,1650.0,3.0,86.45,3
5220,Marathahalli,607.0,1.0,35.0,1
5221,Marathahalli,1583.0,3.0,109.0,3
5222,Marathahalli,1075.0,2.0,52.43,2
5223,Marathahalli,1360.0,2.0,103.0,2
5224,Marathahalli,1220.0,2.0,58.5,2
5225,Marathahalli,950.0,2.0,45.68,2
5226,Marathahalli,615.0,1.0,44.0,1
5227,Marathahalli,1595.0,3.0,90.0,3
5228,Marathahalli,1350.0,2.0,89.0,2
5229,Marathahalli,1020.0,2.0,57.0,2
5230,Marathahalli,1735.0,3.0,72.0,3
5231,Marathahalli,1600.0,3.0,88.0,2
5232,Marathahalli,780.0,1.0,55.0,1
5233,Marathahalli,1710.0,3.0,100.0,3
5234,Marathahalli,1530.0,3.0,73.5,3
5235,Marathahalli,1358.0,2.0,81.0,2
5236,Marathahalli,1290.0,2.0,52.0,2
5237,Marathahalli,1205.0,2.0,75.0,2
5238,Marathahalli,1730.0,3.0,110.0,3
5239,Marathahalli,1583.0,3.0,115.0,3
5240,Marathahalli,1600.0,3.0,56.0,3
5241,Marathahalli,1200.0,2.0,67.0,2
5242,Marathahalli,1095.0,2.0,60.0,2
5243,Marathahalli,1060.0,2.0,48.0,2
5244,Marathahalli,1050.0,2.0,65.0,2
5245,Marathahalli,1102.0,2.0,53.67,2
5246,Marathahalli,1026.0,2.0,49.95,2
5247,Marathahalli,1435.0,3.0,73.0,3
5248,Marathahalli,1220.0,2.0,59.0,2
5249,Marathahalli,881.0,2.0,48.06,2
5250,Marathahalli,1130.0,2.0,58.0,3
5251,Marathahalli,1710.0,3.0,100.0,3
5252,Marathahalli,1152.0,2.0,90.0,2
5253,Marathahalli,1680.0,3.0,105.0,3
5254,Marathahalli,1910.0,3.0,119.0,3
5255,Marathahalli,1600.0,3.0,58.0,3
5256,Marathahalli,1602.0,2.0,104.0,2
5257,Marathahalli,700.0,1.0,38.0,1
5258,Marathahalli,1469.0,3.0,89.0,3
5259,Marathahalli,1385.0,2.0,68.5,3
5260,Marathahalli,1690.0,3.0,116.0,3
5261,Marathahalli,1065.0,2.0,55.0,2
5262,Marathahalli,1693.0,3.0,125.0,3
5263,Marathahalli,1693.0,3.0,125.0,3
5264,Marathahalli,1196.0,2.0,57.9,2
5265,Marathahalli,1595.0,3.0,88.0,3
5266,Marathahalli,2122.0,3.0,125.0,3
5267,Marathahalli,1730.0,3.0,115.0,3
5268,Marathahalli,1200.0,1.0,103.0,2
5269,Marathahalli,4000.0,4.0,200.0,4
5270,Marathahalli,1314.0,2.0,55.0,2
5271,Marathahalli,1200.0,2.0,58.17,3
5272,Marathahalli,1125.0,2.0,55.0,2
5273,Marathahalli,1950.0,3.0,115.0,3
5274,Marathahalli,1250.0,2.0,68.0,2
5275,Marathahalli,1125.0,2.0,56.8,2
5276,Marathahalli,1350.0,2.0,90.0,2
5277,Marathahalli,1200.0,2.0,53.0,2
5278,Marathahalli,1248.0,2.0,130.0,2
5279,Marathahalli,2500.0,5.0,175.0,4
5280,Marathahalli,957.0,2.0,47.0,2
5281,Marathahalli,1605.0,3.0,76.0,3
5282,Marathahalli,1350.0,2.0,60.0,2
5283,Marathahalli,1350.0,2.0,99.0,2
5284,Marathahalli,1310.0,3.0,63.22,3
5285,Marathahalli,1285.0,2.0,55.0,2
5286,Marathahalli,2500.0,5.0,181.0,4
5287,Marathahalli,1125.0,2.0,54.8,2
5288,Marathahalli,1700.0,3.0,126.0,3
5289,Marathahalli,1315.0,2.0,60.0,3
5290,Marathahalli,1270.0,2.0,73.0,2
5291,Marathahalli,1530.0,3.0,71.0,3
5292,Marathahalli,950.0,2.0,46.7,2
5293,Marathahalli,1550.0,3.0,85.0,3
5294,Marathahalli,1019.0,2.0,49.86,2
5295,Marathahalli,1144.0,2.0,65.0,2
5296,Marathahalli,1240.0,2.0,55.0,2
5297,Marathahalli,1100.0,2.0,75.0,1
5298,Marathahalli,1710.0,3.0,135.0,3
5299,Marathahalli,1156.0,2.0,52.0,2
5300,Marathahalli,2524.0,5.0,180.0,4
5301,Marathahalli,1135.0,2.0,60.0,2
5302,Marathahalli,1839.0,3.0,130.0,3
5303,Marathahalli,1170.0,2.0,85.0,2
5304,Marathahalli,1102.0,2.0,53.67,2
5305,Marathahalli,1108.0,2.0,60.0,3
5306,Marathahalli,1449.0,3.0,110.0,3
5307,Marathahalli,1360.0,2.0,101.0,2
5308,Marathahalli,1026.0,2.0,50.18,2
5309,Marathahalli,1800.0,3.0,95.0,3
5310,Marathahalli,1650.0,3.0,85.0,3
5311,Marathahalli,1270.0,2.0,80.0,2
5312,Marathahalli,1100.0,2.0,50.0,2
5313,Marathahalli,1196.0,2.0,57.95,2
5314,Marathahalli,1310.0,3.0,63.25,3
5315,Marathahalli,1485.0,2.0,90.0,3
5316,Marathahalli,1146.0,2.0,69.0,2
5317,Margondanahalli,1090.0,2.0,58.0,2
5318,Margondanahalli,1200.0,2.0,58.5,2
5319,Margondanahalli,1200.0,2.0,67.0,2
5320,Margondanahalli,1200.0,2.0,65.0,3
5321,Margondanahalli,1200.0,1.0,53.0,2
5322,Margondanahalli,1000.0,2.0,57.0,2
5323,Margondanahalli,1625.0,3.0,80.0,3
5324,Margondanahalli,1200.0,2.0,69.0,2
5325,Margondanahalli,900.0,2.0,49.0,2
5326,Margondanahalli,1140.0,2.0,60.0,2
5327,Margondanahalli,900.0,2.0,55.0,2
5328,Margondanahalli,1100.0,2.0,55.0,2
5329,Margondanahalli,900.0,2.0,55.0,2
5330,Margondanahalli,1152.0,1.0,66.0,2
5331,Margondanahalli,1448.0,3.0,70.0,3
5332,Margondanahalli,1200.0,2.0,65.0,2
5333,Margondanahalli,1050.0,2.0,58.0,2
5334,Margondanahalli,1160.0,2.0,65.0,2
5335,Margondanahalli,1334.0,2.0,67.76,2
5336,Marsur,1800.0,4.0,145.0,4
5337,Marsur,1200.0,3.0,90.0,3
5338,Marsur,1200.0,3.0,120.0,3
5339,Mico Layout,5000.0,9.0,210.0,9
5340,Mico Layout,1550.0,2.0,65.0,3
5341,Mico Layout,1125.0,2.0,40.0,2
5342,Mico Layout,800.0,2.0,80.0,2
5343,Mico Layout,1190.0,2.0,39.25,2
5344,Mico Layout,800.0,1.0,29.5,1
5345,Mico Layout,1250.0,2.0,44.0,3
5346,Mico Layout,1171.0,2.0,39.0,2
5347,Mico Layout,1200.0,2.0,53.5,2
5348,Mico Layout,1670.0,3.0,59.0,3
5349,Mico Layout,1140.0,2.0,43.0,2
5350,Munnekollal,1170.0,2.0,52.0,2
5351,Munnekollal,1102.0,2.0,53.67,2
5352,Munnekollal,1390.0,3.0,68.0,3
5353,Munnekollal,1200.0,2.0,49.5,2
5354,Munnekollal,950.0,2.0,46.5,2
5355,Munnekollal,1560.0,3.0,75.0,3
5356,Munnekollal,1210.0,2.0,75.0,2
5357,Munnekollal,1750.0,3.0,86.5,3
5358,Munnekollal,1385.0,2.0,66.5,3
5359,Munnekollal,1080.0,2.0,45.0,2
5360,Munnekollal,1170.0,2.0,59.0,2
5361,Munnekollal,1540.0,2.0,70.0,3
5362,Munnekollal,1200.0,2.0,57.9,3
5363,Munnekollal,1030.0,2.0,50.36,2
5364,Murugeshpalya,1296.0,2.0,81.0,2
5365,Murugeshpalya,1550.0,3.0,74.0,3
5366,Murugeshpalya,1845.0,3.0,91.0,3
5367,Murugeshpalya,2135.0,3.0,160.0,3
5368,Murugeshpalya,1185.0,2.0,85.0,2
5369,Murugeshpalya,1225.0,2.0,48.0,2
5370,Murugeshpalya,1930.0,3.0,75.0,3
5371,Murugeshpalya,1600.0,2.0,65.0,3
5372,Murugeshpalya,1344.0,2.0,56.0,3
5373,Murugeshpalya,1500.0,2.0,70.0,3
5374,Murugeshpalya,1855.0,3.0,96.0,3
5375,Murugeshpalya,1175.0,2.0,75.0,2
5376,Mysore Road,1175.0,2.0,73.5,2
5377,Mysore Road,1710.0,4.0,91.31,3
5378,Mysore Road,1020.0,2.0,48.95,2
5379,Mysore Road,1200.0,2.0,85.0,2
5380,Mysore Road,1175.0,2.0,73.5,2
5381,Mysore Road,1070.0,2.0,45.0,2
5382,Mysore Road,1239.0,2.0,53.0,2
5383,Mysore Road,1060.0,2.0,62.0,2
5384,Mysore Road,980.0,2.0,45.47,2
5385,Mysore Road,883.0,2.0,40.0,2
5386,Mysore Road,1525.0,3.0,96.0,3
5387,Mysore Road,1200.0,2.0,65.0,2
5388,Mysore Road,1005.0,2.0,35.175,2
5389,Mysore Road,1340.0,2.0,64.31,3
5390,Mysore Road,1082.0,3.0,50.5,3
5391,Mysore Road,1340.0,2.0,64.31,3
5392,Mysore Road,883.0,2.0,40.95,2
5393,Mysore Road,1070.0,2.0,49.65,2
5394,Mysore Road,1082.0,3.0,50.0,3
5395,Mysore Road,883.0,2.0,50.0,2
5396,Mysore Road,1155.0,2.0,51.0,2
5397,Mysore Road,1003.0,2.0,43.0,2
5398,Mysore Road,1237.0,2.0,73.0,2
5399,Mysore Road,883.0,2.0,45.0,2
5400,Mysore Road,1170.0,2.0,65.0,2
5401,Mysore Road,1029.5,2.0,50.855,2
5402,Mysore Road,940.0,2.0,43.61,2
5403,Mysore Road,1500.0,3.0,74.0,3
5404,Mysore Road,1020.0,2.0,48.95,2
5405,Mysore Road,1568.0,2.0,100.0,3
5406,Mysore Road,1410.0,2.0,64.0,3
5407,Mysore Road,1560.0,2.0,83.3,3
5408,Mysore Road,1175.0,2.0,70.5,2
5409,Mysore Road,1080.0,2.0,60.0,3
5410,Mysore Road,1500.0,3.0,70.0,3
5411,Mysore Road,883.0,2.0,37.0,2
5412,Mysore Road,1175.0,2.0,86.68,2
5413,Mysore Road,1082.0,2.0,45.0,3
5414,NGR Layout,1020.0,2.0,45.9,2
5415,NGR Layout,1020.0,2.0,48.45,2
5416,NGR Layout,1105.0,2.0,52.48,2
5417,NGR Layout,1022.0,2.0,45.9,2
